Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
35.0,self enquiry,3,6.0,small business,male,3,3.0,standard,4.0,married,2.0,0,4,0,0.0,senior manager,22295.0,0
31.0,self enquiry,1,6.0,small business,male,2,3.0,basic,4.0,single,2.0,0,3,0,0.0,executive,17501.0,0
31.0,self enquiry,3,17.0,small business,male,4,5.0,deluxe,3.0,married,3.0,0,1,0,2.0,manager,25256.0,0
35.0,self enquiry,3,21.0,large business,female,3,4.0,basic,3.0,married,3.0,1,5,1,1.0,executive,21257.0,0
31.0,company invited,1,7.0,small business,female,3,4.0,deluxe,3.0,single,3.0,0,3,1,1.0,manager,22689.0,0
55.0,self enquiry,1,9.0,large business,female,3,4.0,standard,3.0,divorced,2.0,0,4,1,1.0,senior manager,32227.0,0
36.0,self enquiry,3,25.0,small business,female,3,4.0,deluxe,3.0,divorced,3.0,0,4,1,1.0,manager,23279.0,0
24.0,company invited,3,30.0,small business,male,2,3.0,basic,3.0,married,1.0,0,4,1,1.0,executive,17400.0,0
40.0,company invited,1,22.0,small business,male,2,4.0,deluxe,3.0,single,7.0,0,5,1,1.0,manager,20094.0,0
54.0,self enquiry,3,14.0,small business,female,4,5.0,standard,3.0,divorced,2.0,1,2,0,1.0,senior manager,29612.0,0
39.0,self enquiry,3,8.0,salaried,male,2,1.0,standard,3.0,single,1.0,0,1,0,0.0,senior manager,22880.0,0
36.0,company invited,1,9.0,salaried,female,4,4.0,deluxe,5.0,married,4.0,0,4,1,3.0,manager,23771.0,0
39.0,self enquiry,1,7.0,salaried,female,3,2.0,deluxe,3.0,single,2.0,0,1,0,1.0,manager,26303.0,0
38.0,company invited,1,8.0,salaried,male,2,3.0,basic,3.0,married,2.0,1,5,1,0.0,executive,16702.0,0
41.0,self enquiry,1,9.0,small business,female,4,4.0,basic,3.0,married,4.0,0,1,1,2.0,executive,20679.0,0
42.0,self enquiry,2,8.0,large business,male,2,3.0,basic,3.0,married,1.0,1,4,1,0.0,executive,17696.0,0
38.0,company invited,3,16.0,small business,male,4,4.0,standard,4.0,married,3.0,0,1,1,3.0,senior manager,27512.0,0
34.0,self enquiry,3,16.0,small business,female,4,4.0,deluxe,5.0,single,2.0,1,3,0,2.0,manager,26902.0,1
51.0,self enquiry,1,7.0,small business,male,3,5.0,basic,3.0,married,4.0,0,3,1,1.0,executive,22368.0,0
28.0,self enquiry,3,18.0,small business,female,4,2.0,basic,3.0,divorced,2.0,0,3,1,2.0,executive,21212.0,0
44.0,company invited,1,8.0,small business,male,2,3.0,standard,3.0,single,6.0,1,1,0,1.0,senior manager,25209.0,0
47.0,self enquiry,2,12.0,small business,male,4,4.0,deluxe,4.0,married,2.0,1,5,0,2.0,manager,23699.0,0
24.0,self enquiry,1,11.0,small business,male,3,2.0,basic,5.0,married,4.0,0,4,0,2.0,executive,21497.0,0
32.0,self enquiry,1,14.0,salaried,male,3,4.0,deluxe,3.0,married,5.0,0,3,0,2.0,manager,24593.0,0
35.0,company invited,1,16.0,salaried,male,4,4.0,deluxe,5.0,married,6.0,0,3,0,2.0,manager,24024.0,1
36.0,self enquiry,1,8.0,small business,male,3,3.0,basic,3.0,single,5.0,0,5,1,0.0,executive,17519.0,0
53.0,company invited,1,26.0,small business,male,3,4.0,basic,3.0,married,2.0,0,3,1,1.0,executive,22936.0,0
21.0,self enquiry,1,9.0,small business,male,3,4.0,basic,3.0,single,2.0,0,5,1,1.0,executive,18230.0,0
35.0,self enquiry,3,22.0,small business,male,3,3.0,standard,4.0,divorced,1.0,0,2,1,2.0,senior manager,23020.0,0
36.0,company invited,1,7.0,small business,male,4,4.0,basic,5.0,divorced,6.0,0,2,0,2.0,executive,20872.0,0
31.0,self enquiry,3,12.0,salaried,male,3,5.0,deluxe,3.0,divorced,5.0,1,3,1,1.0,manager,21172.0,1
30.0,company invited,1,31.0,salaried,male,4,5.0,basic,3.0,single,3.0,1,3,1,3.0,executive,21117.0,1
50.0,company invited,1,8.0,salaried,male,3,3.0,super deluxe,5.0,married,2.0,0,5,1,2.0,avp,32924.0,0
30.0,company invited,1,9.0,salaried,female,4,4.0,basic,4.0,divorced,2.0,0,5,0,3.0,executive,21858.0,0
28.0,self enquiry,1,16.0,small business,female,3,4.0,basic,4.0,single,3.0,0,3,1,1.0,executive,20957.0,0
32.0,self enquiry,2,9.0,salaried,male,4,5.0,deluxe,5.0,divorced,5.0,0,3,0,2.0,manager,25088.0,0
34.0,self enquiry,1,12.0,salaried,male,3,5.0,standard,3.0,married,6.0,0,3,0,1.0,senior manager,25797.0,0
39.0,self enquiry,3,9.0,small business,female,2,3.0,deluxe,3.0,divorced,5.0,1,4,1,1.0,manager,20238.0,1
43.0,self enquiry,1,13.0,small business,male,3,4.0,standard,5.0,married,2.0,0,3,1,1.0,senior manager,32026.0,0
40.0,company invited,1,15.0,salaried,female,3,4.0,basic,3.0,divorced,3.0,0,2,0,1.0,executive,22433.0,0
43.0,self enquiry,1,24.0,salaried,female,3,3.0,deluxe,5.0,single,5.0,1,2,0,1.0,manager,25223.0,0
47.0,self enquiry,1,9.0,salaried,male,3,4.0,standard,3.0,married,5.0,0,1,1,2.0,senior manager,27256.0,0
30.0,company invited,1,21.0,salaried,female,3,4.0,standard,3.0,single,2.0,1,5,1,1.0,senior manager,26231.0,1
33.0,company invited,1,20.0,salaried,female,4,5.0,basic,4.0,divorced,3.0,0,5,0,1.0,executive,21421.0,0
29.0,company invited,3,7.0,large business,male,4,4.0,basic,3.0,divorced,5.0,0,3,1,1.0,executive,21587.0,1
48.0,company invited,1,28.0,small business,female,2,3.0,super deluxe,3.0,married,4.0,0,5,0,0.0,avp,32174.0,0
30.0,company invited,2,14.0,salaried,female,3,4.0,basic,3.0,married,7.0,0,5,1,2.0,executive,17180.0,1
39.0,self enquiry,1,6.0,small business,female,3,3.0,basic,3.0,married,1.0,0,3,1,0.0,executive,17232.0,0
31.0,self enquiry,1,6.0,salaried,male,3,4.0,basic,5.0,married,2.0,0,4,1,1.0,executive,17218.0,0
38.0,self enquiry,1,6.0,salaried,female,2,3.0,basic,5.0,single,4.0,0,1,0,1.0,executive,17619.0,0
59.0,company invited,1,9.0,salaried,male,3,5.0,basic,3.0,married,2.0,1,1,1,1.0,executive,21058.0,1
23.0,company invited,1,10.0,salaried,male,3,5.0,basic,3.0,married,2.0,1,3,0,2.0,executive,21531.0,1
34.0,self enquiry,2,10.0,salaried,male,3,4.0,basic,4.0,married,5.0,1,5,0,2.0,executive,20955.0,0
27.0,self enquiry,3,17.0,small business,male,3,4.0,deluxe,3.0,single,3.0,0,1,0,1.0,manager,23362.0,0
29.0,self enquiry,2,15.0,small business,male,4,5.0,basic,3.0,married,3.0,0,1,1,1.0,executive,23614.0,0
40.0,self enquiry,3,16.0,small business,male,3,4.0,standard,4.0,married,3.0,0,4,0,0.0,senior manager,24705.0,0
31.0,self enquiry,1,29.0,salaried,female,3,4.0,basic,3.0,divorced,6.0,1,2,0,2.0,executive,20810.0,1
55.0,company invited,3,8.0,salaried,female,2,4.0,basic,3.0,single,1.0,0,5,0,0.0,executive,28577.0,1
55.0,company invited,1,24.0,small business,male,3,3.0,deluxe,4.0,divorced,4.0,1,5,1,2.0,manager,21385.0,0
32.0,self enquiry,1,30.0,small business,male,4,5.0,deluxe,3.0,married,2.0,0,3,0,2.0,manager,24260.0,0
36.0,self enquiry,1,9.0,salaried,male,3,1.0,deluxe,5.0,married,7.0,0,1,1,2.0,manager,21842.0,0
41.0,self enquiry,1,9.0,salaried,male,3,5.0,basic,3.0,single,4.0,0,5,0,2.0,executive,21487.0,0
29.0,company invited,1,30.0,salaried,male,3,4.0,basic,3.0,single,2.0,1,3,1,2.0,executive,17439.0,1
31.0,company invited,3,6.0,salaried,female,2,5.0,basic,3.0,single,2.0,0,3,1,1.0,executive,16359.0,1
39.0,self enquiry,1,16.0,salaried,female,4,4.0,basic,3.0,single,3.0,0,2,1,2.0,executive,20966.0,0
28.0,company invited,3,6.0,salaried,male,2,4.0,deluxe,3.0,married,2.0,1,1,0,0.0,manager,21834.0,0
32.0,self enquiry,3,14.0,large business,male,4,3.0,deluxe,3.0,divorced,6.0,0,2,1,1.0,manager,25607.0,0
24.0,company invited,1,10.0,salaried,male,2,4.0,basic,3.0,married,1.0,0,3,0,1.0,executive,18162.0,0
28.0,self enquiry,1,16.0,small business,female,5,4.0,basic,4.0,single,3.0,0,3,0,2.0,executive,20957.0,0
43.0,self enquiry,1,9.0,small business,female,3,5.0,basic,5.0,married,2.0,1,4,1,2.0,executive,21271.0,0
30.0,company invited,3,27.0,large business,female,3,4.0,basic,3.0,divorced,3.0,0,3,0,2.0,executive,20835.0,0
26.0,self enquiry,1,10.0,small business,male,4,4.0,basic,5.0,married,7.0,0,5,1,2.0,executive,22709.0,1
22.0,self enquiry,1,25.0,salaried,female,4,4.0,basic,3.0,single,3.0,0,3,1,2.0,executive,21371.0,1
51.0,company invited,1,12.0,small business,female,2,4.0,basic,3.0,single,1.0,0,5,1,1.0,executive,17838.0,0
55.0,company invited,1,7.0,salaried,female,3,4.0,standard,3.0,married,2.0,0,5,1,2.0,senior manager,29180.0,0
42.0,self enquiry,1,6.0,salaried,female,3,3.0,basic,5.0,married,4.0,0,3,1,1.0,executive,17576.0,0
35.0,company invited,1,17.0,small business,male,3,4.0,standard,5.0,divorced,3.0,1,5,1,1.0,senior manager,24884.0,0
45.0,company invited,1,13.0,salaried,male,3,3.0,standard,5.0,married,2.0,0,1,1,0.0,senior manager,20210.0,0
51.0,company invited,1,14.0,salaried,male,2,5.0,standard,3.0,single,3.0,0,1,1,0.0,senior manager,25650.0,1
46.0,self enquiry,3,9.0,large business,female,2,1.0,super deluxe,5.0,married,3.0,0,3,1,0.0,avp,28225.0,0
23.0,self enquiry,1,15.0,small business,male,2,3.0,basic,5.0,married,2.0,0,3,1,0.0,executive,17500.0,0
33.0,company invited,3,23.0,salaried,male,2,3.0,super deluxe,3.0,single,2.0,0,3,1,1.0,avp,32444.0,0
24.0,company invited,1,15.0,small business,male,2,3.0,basic,5.0,single,3.0,1,3,0,1.0,executive,18172.0,1
24.0,company invited,3,16.0,small business,male,3,4.0,basic,5.0,married,3.0,0,5,1,1.0,executive,20468.0,1
23.0,company invited,3,7.0,salaried,female,2,3.0,basic,4.0,single,2.0,1,5,1,1.0,executive,16223.0,1
47.0,self enquiry,3,9.0,large business,female,4,6.0,super deluxe,4.0,married,5.0,1,5,1,1.0,avp,35550.0,0
35.0,self enquiry,1,6.0,salaried,female,2,1.0,basic,3.0,single,4.0,0,3,0,0.0,executive,17506.0,0
38.0,self enquiry,1,11.0,salaried,male,3,4.0,basic,3.0,divorced,2.0,1,5,1,2.0,executive,21674.0,0
27.0,company invited,1,15.0,small business,male,2,3.0,basic,4.0,married,7.0,0,3,0,0.0,executive,17024.0,0
52.0,self enquiry,3,11.0,salaried,male,3,3.0,standard,4.0,single,1.0,1,4,1,1.0,senior manager,23446.0,1
55.0,self enquiry,1,26.0,large business,male,2,3.0,deluxe,3.0,divorced,4.0,1,2,1,1.0,manager,20415.0,0
29.0,self enquiry,1,6.0,salaried,female,2,4.0,basic,5.0,divorced,2.0,1,2,0,0.0,executive,17319.0,1
34.0,company invited,1,9.0,salaried,male,2,3.0,deluxe,3.0,single,1.0,0,2,1,0.0,manager,22756.0,0
19.0,self enquiry,1,8.0,salaried,male,2,4.0,basic,3.0,single,2.0,0,5,0,0.0,executive,16102.0,1
33.0,self enquiry,1,7.0,salaried,male,4,5.0,basic,3.0,single,2.0,1,5,0,3.0,executive,22408.0,1
23.0,self enquiry,1,26.0,salaried,male,3,3.0,deluxe,3.0,single,1.0,0,4,1,2.0,manager,17272.0,0
45.0,company invited,1,31.0,salaried,male,3,4.0,basic,3.0,married,5.0,1,5,0,2.0,executive,21839.0,1
37.0,self enquiry,1,12.0,small business,male,2,2.0,deluxe,5.0,married,5.0,1,3,1,1.0,manager,20974.0,0
50.0,self enquiry,1,14.0,salaried,male,3,5.0,standard,3.0,single,2.0,0,1,1,1.0,senior manager,29643.0,0
45.0,self enquiry,1,14.0,small business,female,3,5.0,standard,3.0,divorced,5.0,0,4,1,1.0,senior manager,28926.0,0
27.0,company invited,2,24.0,salaried,female,3,4.0,basic,3.0,married,2.0,1,5,0,2.0,executive,21419.0,1
42.0,self enquiry,1,18.0,small business,male,2,3.0,basic,4.0,married,1.0,0,1,1,1.0,executive,17766.0,0
29.0,self enquiry,3,33.0,small business,female,2,3.0,standard,3.0,married,2.0,0,3,0,0.0,senior manager,22639.0,1
40.0,self enquiry,3,10.0,small business,female,3,4.0,deluxe,3.0,divorced,6.0,1,4,1,2.0,manager,23916.0,1
38.0,self enquiry,1,17.0,small business,male,3,4.0,deluxe,5.0,single,3.0,0,4,0,1.0,manager,22891.0,1
21.0,self enquiry,3,13.0,small business,male,2,3.0,basic,4.0,single,2.0,0,5,1,1.0,executive,17679.0,1
33.0,self enquiry,1,12.0,salaried,male,4,2.0,basic,4.0,married,2.0,1,1,1,3.0,executive,21976.0,0
33.0,self enquiry,3,15.0,small business,female,3,3.0,deluxe,5.0,single,1.0,1,3,0,0.0,manager,23224.0,1
34.0,self enquiry,1,14.0,small business,female,3,3.0,deluxe,3.0,single,4.0,0,4,0,1.0,manager,21142.0,0
40.0,self enquiry,1,20.0,small business,male,2,4.0,king,3.0,single,2.0,0,3,1,1.0,vp,34626.0,0
52.0,self enquiry,1,12.0,large business,male,3,3.0,deluxe,5.0,married,4.0,1,4,1,1.0,manager,20577.0,0
36.0,company invited,1,30.0,salaried,female,2,3.0,deluxe,4.0,divorced,1.0,0,3,0,0.0,manager,20674.0,0
35.0,company invited,1,17.0,small business,male,3,4.0,basic,3.0,married,3.0,1,3,1,1.0,executive,22493.0,0
43.0,self enquiry,3,11.0,small business,male,3,4.0,deluxe,5.0,single,2.0,0,5,1,1.0,manager,23833.0,0
24.0,company invited,1,15.0,salaried,male,2,4.0,basic,4.0,married,2.0,0,5,0,1.0,executive,17694.0,0
54.0,self enquiry,1,31.0,small business,male,3,2.0,standard,3.0,married,5.0,0,3,0,2.0,senior manager,25683.0,0
42.0,self enquiry,1,30.0,small business,male,2,3.0,standard,5.0,married,2.0,1,1,1,0.0,senior manager,22406.0,0
46.0,self enquiry,1,21.0,salaried,male,2,3.0,king,4.0,divorced,6.0,0,3,1,1.0,vp,34081.0,0
35.0,self enquiry,3,10.0,salaried,male,3,6.0,deluxe,5.0,single,5.0,0,5,1,2.0,manager,23437.0,0
32.0,company invited,1,22.0,small business,male,4,4.0,basic,3.0,divorced,3.0,0,4,1,3.0,executive,21288.0,1
19.0,self enquiry,3,28.0,small business,male,2,3.0,basic,3.0,single,2.0,1,2,0,1.0,executive,16675.0,1
38.0,self enquiry,3,7.0,salaried,male,3,5.0,standard,3.0,married,7.0,0,1,1,2.0,senior manager,29287.0,1
40.0,self enquiry,1,13.0,small business,male,4,4.0,basic,5.0,married,2.0,1,1,1,2.0,executive,21082.0,1
56.0,company invited,3,9.0,salaried,female,3,5.0,basic,3.0,single,2.0,0,5,0,1.0,executive,32255.0,1
35.0,self enquiry,1,34.0,small business,female,4,4.0,basic,4.0,single,4.0,0,3,0,1.0,executive,20989.0,0
40.0,self enquiry,1,7.0,salaried,female,4,5.0,super deluxe,3.0,divorced,3.0,0,3,0,2.0,avp,31420.0,0
40.0,self enquiry,2,12.0,small business,male,2,3.0,super deluxe,3.0,single,2.0,1,3,1,1.0,avp,31437.0,0
33.0,self enquiry,3,15.0,small business,male,3,2.0,deluxe,3.0,divorced,3.0,0,5,0,1.0,manager,24887.0,0
29.0,self enquiry,3,16.0,salaried,male,3,3.0,basic,3.0,single,2.0,0,4,1,0.0,executive,17642.0,0
58.0,self enquiry,1,29.0,salaried,male,2,3.0,basic,3.0,married,2.0,0,3,1,1.0,executive,17372.0,0
22.0,self enquiry,1,17.0,salaried,female,3,5.0,basic,5.0,single,3.0,0,3,0,2.0,executive,20094.0,1
32.0,company invited,1,36.0,small business,male,4,5.0,basic,4.0,single,2.0,0,3,1,3.0,executive,22157.0,1
45.0,self enquiry,1,31.0,salaried,female,3,4.0,deluxe,3.0,married,1.0,0,4,0,0.0,manager,20906.0,0
59.0,company invited,1,9.0,salaried,male,3,5.0,basic,3.0,married,2.0,1,2,0,1.0,executive,21058.0,1
32.0,self enquiry,1,14.0,salaried,male,3,4.0,deluxe,3.0,married,5.0,0,3,1,1.0,manager,24593.0,0
33.0,company invited,3,9.0,salaried,female,4,4.0,basic,5.0,married,3.0,0,3,0,2.0,executive,21505.0,0
30.0,self enquiry,1,8.0,small business,female,2,4.0,deluxe,3.0,single,6.0,1,1,1,1.0,manager,21877.0,0
57.0,self enquiry,1,14.0,large business,male,4,4.0,basic,3.0,married,2.0,0,4,1,3.0,executive,21017.0,1
40.0,self enquiry,3,8.0,small business,female,3,3.0,deluxe,4.0,married,4.0,0,3,1,1.0,manager,20677.0,0
40.0,self enquiry,1,17.0,small business,male,4,4.0,deluxe,5.0,married,4.0,0,5,1,3.0,manager,24055.0,0
60.0,self enquiry,3,22.0,small business,male,2,3.0,deluxe,5.0,single,1.0,0,4,1,0.0,manager,20405.0,0
23.0,company invited,1,33.0,salaried,female,3,5.0,basic,3.0,married,3.0,1,3,0,1.0,executive,21492.0,0
34.0,self enquiry,1,14.0,salaried,female,2,3.0,deluxe,5.0,married,4.0,0,5,1,0.0,manager,20121.0,0
51.0,self enquiry,1,6.0,salaried,male,3,3.0,basic,3.0,married,2.0,0,4,1,0.0,executive,17723.0,0
49.0,self enquiry,1,7.0,salaried,female,3,5.0,super deluxe,5.0,divorced,2.0,0,4,0,2.0,avp,34080.0,0
35.0,company invited,3,9.0,small business,female,4,4.0,basic,3.0,married,8.0,0,5,0,1.0,executive,20909.0,0
43.0,self enquiry,1,17.0,salaried,male,1,3.0,standard,3.0,married,2.0,0,1,1,0.0,senior manager,22510.0,0
36.0,company invited,3,25.0,salaried,male,4,4.0,standard,5.0,divorced,3.0,0,4,1,1.0,senior manager,27747.0,0
33.0,company invited,1,7.0,salaried,female,4,5.0,basic,4.0,divorced,8.0,0,3,1,1.0,executive,21010.0,0
28.0,company invited,1,10.0,small business,male,4,5.0,basic,3.0,married,3.0,1,2,0,3.0,executive,21244.0,0
34.0,self enquiry,1,15.0,salaried,male,4,4.0,deluxe,3.0,single,4.0,1,3,0,3.0,manager,25066.0,0
30.0,company invited,1,9.0,small business,female,3,3.0,basic,3.0,married,2.0,0,3,1,1.0,executive,17083.0,0
20.0,self enquiry,2,9.0,large business,male,3,5.0,basic,3.0,single,3.0,0,3,0,1.0,executive,21242.0,1
31.0,self enquiry,1,31.0,salaried,male,4,4.0,basic,3.0,married,3.0,0,3,1,3.0,executive,21371.0,0
40.0,self enquiry,1,25.0,small business,male,2,3.0,deluxe,3.0,divorced,1.0,1,2,1,1.0,manager,17741.0,0
23.0,self enquiry,1,32.0,salaried,male,2,3.0,basic,3.0,married,2.0,0,1,0,1.0,executive,17904.0,0
39.0,self enquiry,1,7.0,salaried,female,3,4.0,standard,3.0,single,6.0,1,2,0,2.0,senior manager,26539.0,0
48.0,self enquiry,3,35.0,small business,female,3,3.0,standard,3.0,divorced,4.0,0,4,0,0.0,senior manager,27504.0,0
32.0,company invited,1,6.0,salaried,male,3,3.0,basic,3.0,married,1.0,0,5,1,0.0,executive,17314.0,0
32.0,company invited,3,11.0,salaried,male,2,3.0,deluxe,4.0,married,2.0,0,3,1,1.0,manager,21524.0,0
43.0,self enquiry,1,15.0,salaried,male,3,4.0,basic,3.0,single,6.0,0,1,1,2.0,executive,22646.0,0
25.0,self enquiry,3,11.0,small business,female,3,4.0,deluxe,3.0,divorced,3.0,1,5,1,1.0,manager,22840.0,0
30.0,self enquiry,1,30.0,salaried,male,3,2.0,basic,3.0,divorced,3.0,0,2,1,2.0,executive,21378.0,0
21.0,self enquiry,1,10.0,salaried,male,3,5.0,basic,3.0,single,3.0,0,3,0,2.0,executive,21711.0,0
21.0,company invited,1,13.0,salaried,female,4,5.0,basic,3.0,single,3.0,1,2,1,2.0,executive,21604.0,1
29.0,company invited,3,11.0,small business,male,3,4.0,deluxe,3.0,divorced,3.0,0,2,1,1.0,manager,22899.0,0
30.0,self enquiry,1,8.0,salaried,female,4,4.0,basic,3.0,married,3.0,0,1,1,3.0,executive,22438.0,0
30.0,self enquiry,1,14.0,small business,female,4,5.0,basic,3.0,married,8.0,0,5,1,2.0,executive,21210.0,0
41.0,self enquiry,1,11.0,small business,male,2,1.0,basic,3.0,divorced,3.0,1,1,1,1.0,executive,17127.0,0
31.0,self enquiry,2,7.0,salaried,male,3,4.0,basic,3.0,married,2.0,0,1,0,2.0,executive,20742.0,0
37.0,self enquiry,1,23.0,salaried,female,3,2.0,basic,5.0,single,3.0,0,1,1,1.0,executive,21421.0,1
37.0,company invited,1,18.0,salaried,male,4,5.0,deluxe,4.0,single,3.0,0,4,1,2.0,manager,25177.0,0
28.0,self enquiry,1,12.0,large business,male,3,5.0,standard,3.0,married,3.0,1,3,0,1.0,senior manager,31486.0,0
42.0,self enquiry,3,13.0,salaried,female,4,4.0,standard,3.0,single,5.0,1,2,0,2.0,senior manager,32269.0,0
23.0,self enquiry,3,13.0,salaried,male,2,3.0,basic,3.0,married,2.0,1,1,1,0.0,executive,17275.0,1
37.0,self enquiry,1,12.0,salaried,male,4,4.0,deluxe,4.0,single,2.0,0,1,1,2.0,manager,24592.0,0
49.0,self enquiry,1,22.0,salaried,female,4,4.0,basic,5.0,married,2.0,0,1,1,1.0,executive,21045.0,0
28.0,company invited,1,9.0,small business,male,3,4.0,basic,3.0,single,4.0,0,3,0,2.0,executive,21258.0,0
40.0,self enquiry,1,19.0,small business,male,4,4.0,deluxe,4.0,married,6.0,0,3,1,2.0,manager,23973.0,0
43.0,self enquiry,2,9.0,large business,male,3,4.0,basic,3.0,married,2.0,1,4,1,1.0,executive,21374.0,0
41.0,company invited,1,16.0,salaried,male,4,5.0,deluxe,3.0,married,2.0,0,5,0,2.0,manager,23554.0,0
35.0,self enquiry,1,16.0,small business,female,2,3.0,deluxe,3.0,single,4.0,1,1,1,0.0,manager,21142.0,0
30.0,self enquiry,1,22.0,salaried,male,2,1.0,deluxe,3.0,married,4.0,0,1,1,0.0,manager,20294.0,0
31.0,self enquiry,3,12.0,small business,male,3,2.0,deluxe,3.0,married,5.0,0,5,1,2.0,manager,20460.0,0
51.0,self enquiry,1,16.0,salaried,male,4,4.0,basic,3.0,married,6.0,0,5,1,3.0,executive,21058.0,0
38.0,self enquiry,3,13.0,small business,female,2,2.0,deluxe,5.0,married,2.0,1,3,0,0.0,manager,20605.0,0
30.0,company invited,3,32.0,small business,female,2,4.0,deluxe,5.0,single,6.0,0,2,0,1.0,manager,21696.0,1
37.0,self enquiry,1,7.0,salaried,female,3,4.0,deluxe,4.0,divorced,2.0,0,5,0,1.0,manager,23906.0,0
41.0,company invited,1,18.0,large business,female,4,4.0,deluxe,3.0,married,3.0,0,3,1,2.0,manager,25001.0,0
37.0,self enquiry,1,13.0,small business,male,1,3.0,standard,3.0,single,5.0,0,2,0,0.0,senior manager,28664.0,0
38.0,company invited,3,8.0,salaried,male,2,4.0,deluxe,3.0,divorced,4.0,0,5,1,1.0,manager,20249.0,0
26.0,self enquiry,1,30.0,large business,male,3,5.0,basic,3.0,single,2.0,1,3,1,2.0,executive,17340.0,1
32.0,self enquiry,1,15.0,salaried,female,3,3.0,deluxe,3.0,married,2.0,1,5,1,2.0,manager,21322.0,0
38.0,self enquiry,3,15.0,small business,male,3,4.0,basic,4.0,married,1.0,0,4,0,2.0,executive,17899.0,0
38.0,self enquiry,1,10.0,salaried,male,3,4.0,standard,3.0,married,3.0,0,1,1,1.0,senior manager,28112.0,0
27.0,self enquiry,1,23.0,small business,male,3,4.0,basic,4.0,married,4.0,1,2,1,2.0,executive,21051.0,1
28.0,self enquiry,1,7.0,small business,male,3,4.0,basic,4.0,married,3.0,0,3,0,1.0,executive,22494.0,0
42.0,self enquiry,3,13.0,salaried,female,4,4.0,standard,3.0,single,5.0,1,1,0,1.0,senior manager,32269.0,0
34.0,self enquiry,3,9.0,small business,male,4,4.0,deluxe,3.0,married,3.0,0,3,1,2.0,manager,24183.0,0
33.0,company invited,3,18.0,salaried,male,3,2.0,deluxe,3.0,married,2.0,0,3,1,1.0,manager,23385.0,1
39.0,company invited,1,15.0,small business,female,3,5.0,deluxe,4.0,married,3.0,1,1,1,1.0,manager,20811.0,0
38.0,company invited,2,6.0,salaried,male,2,3.0,basic,4.0,married,1.0,1,1,1,1.0,executive,17991.0,0
23.0,self enquiry,1,6.0,salaried,male,2,3.0,basic,3.0,divorced,2.0,0,4,0,1.0,executive,16223.0,0
54.0,self enquiry,1,9.0,salaried,male,2,3.0,super deluxe,3.0,divorced,4.0,0,5,1,1.0,avp,32779.0,0
30.0,self enquiry,3,26.0,salaried,male,4,5.0,deluxe,3.0,married,3.0,0,4,1,1.0,manager,27298.0,0
46.0,company invited,1,11.0,salaried,male,3,4.0,deluxe,4.0,married,3.0,0,4,1,1.0,manager,23125.0,0
20.0,self enquiry,1,16.0,salaried,male,3,4.0,basic,5.0,single,3.0,0,3,0,1.0,executive,21230.0,0
58.0,company invited,1,6.0,salaried,male,2,5.0,deluxe,3.0,married,3.0,1,2,1,1.0,manager,20660.0,0
25.0,self enquiry,3,7.0,large business,female,4,4.0,basic,4.0,single,3.0,1,4,0,1.0,executive,21880.0,1
45.0,self enquiry,1,6.0,salaried,male,3,1.0,king,3.0,married,1.0,0,4,1,1.0,vp,34202.0,0
33.0,company invited,1,17.0,salaried,male,3,4.0,basic,3.0,married,8.0,0,1,0,1.0,executive,22111.0,0
50.0,self enquiry,1,15.0,salaried,female,3,4.0,standard,4.0,married,6.0,0,4,0,2.0,senior manager,26081.0,0
34.0,company invited,1,12.0,salaried,female,4,4.0,standard,4.0,divorced,8.0,0,3,1,3.0,senior manager,30556.0,0
49.0,self enquiry,3,9.0,small business,female,3,4.0,deluxe,3.0,divorced,4.0,0,5,1,1.0,manager,22729.0,0
27.0,self enquiry,3,17.0,small business,female,3,1.0,basic,3.0,divorced,1.0,0,3,1,1.0,executive,17534.0,0
45.0,self enquiry,1,10.0,salaried,male,3,4.0,basic,5.0,divorced,6.0,0,5,1,2.0,executive,21040.0,1
26.0,company invited,1,12.0,salaried,male,3,2.0,deluxe,5.0,married,3.0,0,5,1,2.0,manager,22678.0,0
59.0,self enquiry,3,9.0,salaried,female,2,4.0,deluxe,3.0,single,6.0,0,3,0,0.0,manager,20171.0,0
46.0,self enquiry,1,14.0,small business,female,3,4.0,basic,3.0,married,6.0,1,3,0,2.0,executive,23155.0,0
54.0,self enquiry,1,9.0,salaried,male,2,3.0,super deluxe,3.0,married,4.0,0,5,0,0.0,avp,32779.0,0
58.0,self enquiry,1,31.0,salaried,male,3,3.0,standard,3.0,married,5.0,1,4,1,2.0,senior manager,28117.0,0
38.0,company invited,1,12.0,large business,male,3,2.0,basic,3.0,single,2.0,0,5,1,1.0,executive,22178.0,0
58.0,self enquiry,1,7.0,small business,male,3,4.0,deluxe,3.0,divorced,4.0,0,3,1,2.0,manager,25433.0,0
36.0,self enquiry,1,7.0,salaried,female,4,6.0,basic,3.0,married,3.0,0,3,0,2.0,executive,21655.0,0
45.0,self enquiry,3,19.0,small business,male,2,1.0,super deluxe,3.0,single,7.0,1,3,1,0.0,avp,33824.0,1
